I-16-2,,I-16-3,,I-16-1,,PES0.45-1(5),,PES0.45-2(5),,PES0.45-3(5),,PVDF0.2-1(3),,PVDF0.2-2(3),,PVDF0.2-3(3),,PVDF0.45-1(4),,PVDF0.45-2(4),,PVDF0.45-3(4),,PVDF5-1(6),,PVDF5-2(6),,PVDF5-3(6),,PW-1,,PW-2,,PW-3,,Sartorius_CelluloseNitrate0.45-1(2),,Sartorius_CelluloseNitrate0.45-2(2),,Sartorius_CelluloseNitrate0.45-3(2),,Sartorius_CelluloseNitrate5-1(1),,Sartorius_CelluloseNitrate5-2(1),,Sartorius_CelluloseNitrate5-3(1),
0.469181,396.389,0.469181,405.363,0.469181,248.044,0.469181,358.49,0.469181,370.268,0.469181,391.039,0.469181,213.688,0.469181,370.683,0.469181,418.405,0.469181,403.089,0.469181,349.573,0.469181,346.731,0.469181,448.131,0.469181,403.971,0.469181,414.957,0.469181,548.913,0.469181,207.709,0.469181,402.03,0.469181,509.767,0.469181,359.615,0.469181,413.927,0.469181,423.564,0.469181,434.627,0.469181,492.286
0.479181,405.292,0.479181,413.36,0.479181,254.072,0.479181,370.311,0.479181,376.896,0.479181,397.472,0.479181,216.95,0.479181,379.242,0.479181,427.083,0.479181,413.069,0.479181,357.269,0.479181,352.534,0.479181,458.388,0.479181,410.508,0.479181,423.531,0.479181,560.166,0.479181,212.253,0.479181,411.257,0.479181,522.782,0.479181,368.527,0.479181,423.207,0.479181,436.215,0.479181,442.762,0.479181,502.305
0.489182,414.075,0.489182,422.153,0.489182,260.609,0.489182,381.769,0.489182,383.39,0.489182,406.055,0.489182,220.273,0.489182,387.916,0.489182,436.262,0.489182,425.209,0.489182,365.671,0.489182,358.371,0.489182,469.522,0.489182,418.185,0.489182,432.243,0.489182,577.095,0.489182,216.292,0.489182,420.87,0.489182,535.8,0.489182,378.46,0.489182,432.324,0.489182,449.805,0.489182,451.555,0.489182,512.101
0.499182,423.44,0.499182,431.074,0.499182,267.519,0.499182,394.029,0.499182,393.781,0.499182,412.382,0.499182,223.497,0.499182,397.486,0.499182,446.085,0.499182,436.305,0.499182,373.672,0.499182,364.932,0.499182,481.619,0.499182,425.691,0.499182,441.317,0.499182,588.539,0.499182,220.817,0.499182,429.053,0.499182,549.104,0.499182,388.669,0.499182,441.875,0.499182,464.062,0.499182,460.343,0.499182,522.258
0.509182,433.363,0.509182,440.23,0.509182,273.927,0.509182,406.765,0.509182,404.123,0.509182,419.206,0.509182,226.763,0.509182,407.18,0.509182,456.175,0.509182,447.687,0.509182,382.589,0.509182,371.398,0.509182,492.339,0.509182,433.125,0.509182,450.386,0.509182,600.126,0.509182,225.523,0.509182,439.982,0.509182,562.646,0.509182,399.336,0.509182,452.499,0.509182,478.587,0.509182,469.241,0.509182,531.985
0.519181,442.8,0.519181,449.776,0.519181,281.142,0.519181,419.392,0.519181,412.63,0.519181,429.215,0.519181,230.626,0.519181,417.079,0.519181,466.394,0.519181,459.332,0.519181,391.73,0.519181,378.517,0.519181,504.355,0.519181,441.384,0.519181,459.303,0.519181,612.094,0.519181,230.359,0.519181,450.482,0.519181,575.759,0.519181,410.389,0.519181,463.032,0.519181,493.707,0.519181,478.362,0.519181,541.713
0.529103,452.709,0.529103,458.774,0.529103,288.123,0.529103,432.734,0.529103,421.862,0.529103,437.521,0.529103,234.707,0.529103,427.021,0.529103,476.98,0.529103,470.738,0.529103,401,0.529103,385.555,0.529103,516.297,0.529103,448.431,0.529103,467.986,0.529103,626.113,0.529103,235.098,0.529103,460.128,0.529103,589.159,0.529103,420.808,0.529103,473.217,0.529103,508.651,0.529103,486.655,0.529103,551.106
0.539104,461.973,0.539104,468.42,0.539104,295.547,0.539104,446.033,0.539104,433.125,0.539104,446.81,0.539104,238.598,0.539104,436.911,0.539104,488.362,0.539104,481.662,0.539104,410.589,0.539104,392.355,0.539104,527.98,0.539104,456.332,0.539104,476.57,0.539104,634.601,0.539104,239.027,0.539104,469.86,0.539104,602.796,0.539104,432.347,0.539104,483.741,0.539104,524.451,0.539104,495.824,0.539104,559.928
0.549104,471.792,0.549104,477.995,0.549104,303.148,0.549104,459.666,0.549104,441.546,0.549104,455.727,0.549104,243.367,0.549104,447.859,0.549104,499.61,0.549104,493.578,0.549104,419.869,0.549104,399.813,0.549104,540.378,0.549104,464.1,0.549104,485.3,0.549104,649.717,0.549104,244.664,0.549104,481.066,0.549104,616.386,0.549104,443.711,0.549104,495.419,0.549104,540.997,0.549104,504.798,0.549104,569.274
0.559104,481.872,0.559104,487.704,0.559104,310.396,0.559104,473.537,0.559104,452.942,0.559104,465.721,0.559104,247.754,0.559104,458.831,0.559104,511.207,0.559104,506.52,0.559104,429.987,0.559104,407.538,0.559104,551.154,0.559104,471.968,0.559104,494.017,0.559104,659.969,0.559104,249.609,0.559104,491.28,0.559104,630.405,0.559104,455.694,0.559104,507.164,0.559104,557.591,0.559104,514.295,0.559104,578.096
0.569104,492.234,0.569104,497.565,0.569104,318.235,0.569104,487.289,0.569104,463.728,0.569104,475.597,0.569104,252.169,0.569104,469.922,0.569104,522.735,0.569104,518.729,0.569104,440.149,0.569104,415.296,0.569104,563.409,0.569104,480.542,0.569104,502.138,0.569104,672.128,0.569104,254.458,0.569104,499.806,0.569104,644.042,0.569104,468.015,0.569104,518.92,0.569104,574.949,0.569104,523.831,0.569104,587.108
0.579103,502.538,0.579103,506.825,0.579103,325.798,0.579103,502.328,0.579103,473.918,0.579103,485.296,0.579103,257.572,0.579103,481.357,0.579103,533.702,0.579103,530.221,0.579103,450.334,0.579103,423.507,0.579103,576.57,0.579103,487.604,0.579103,510.098,0.579103,682.762,0.579103,259.446,0.579103,510.373,0.579103,657.918,0.579103,479.655,0.579103,530.316,0.579103,592.163,0.579103,532.653,0.579103,595.787
0.589104,512.149,0.589104,516.297,0.589104,333.604,0.589104,516.345,0.589104,483.67,0.589104,495.438,0.589104,262.96,0.589104,492.506,0.589104,544.765,0.589104,542.619,0.589104,461.211,0.589104,431.489,0.589104,587.728,0.589104,495.753,0.589104,517.823,0.589104,693.396,0.589104,264.243,0.589104,520.589,0.589104,671.89,0.589104,492.367,0.589104,540.807,0.589104,610.282,0.589104,542.38,0.589104,604.131
0.599104,522.735,0.599104,525.453,0.599104,341.72,0.599104,531.365,0.599104,493.421,0.599104,505.275,0.599104,268.515,0.599104,504.221,0.599104,555.875,0.599104,554.54,0.599104,471.568,0.599104,440.225,0.599104,598.934,0.599104,503.368,0.599104,525.786,0.599104,703.028,0.599104,269.464,0.599104,531.651,0.599104,686.147,0.599104,505.442,0.599104,554.826,0.599104,628.498,0.599104,552.156,0.599104,613.096
0.609104,533.13,0.609104,535.132,0.609104,349.163,0.609104,547.292,0.609104,504.951,0.609104,515.487,0.609104,274.228,0.609104,515.582,0.609104,566.556,0.609104,566.89,0.609104,482.239,0.609104,448.779,0.609104,611.331,0.609104,511.291,0.609104,533.32,0.609104,713.47,0.609104,274.123,0.609104,542.38,0.609104,700.024,0.609104,517.966,0.609104,566.986,0.609104,647.619,0.609104,561.978,0.609104,621.297
0.619104,543.668,0.619104,544.669,0.619104,357.226,0.619104,562.074,0.619104,514.438,0.619104,524.928,0.619104,279.835,0.619104,527.694,0.619104,576.904,0.619104,579.097,0.619104,493.159,0.619104,457.725,0.619104,623.682,0.619104,519.588,0.619104,540.711,0.619104,721.148,0.619104,279.74,0.619104,550.63,0.619104,713.995,0.619104,531.318,0.619104,579.193,0.619104,666.12,0.619104,572.183,0.619104,630.31
0.629104,553.777,0.629104,553.538,0.629104,364.737,0.629104,576.856,0.629104,524.213,0.629104,534.56,0.629104,285.987,0.629104,538.852,0.629104,586.584,0.629104,592.02,0.629104,503.835,0.629104,466.542,0.629104,635.793,0.629104,527.074,0.629104,547.864,0.629104,729.969,0.629104,284.861,0.629104,561.835,0.629104,727.919,0.629104,543.763,0.629104,590.589,0.629104,684.383,0.629104,581.72,0.629104,638.75
0.639104,563.934,0.639104,562.885,0.639104,372.571,0.639104,592.163,0.639104,537.278,0.639104,544.002,0.639104,291.885,0.639104,550.01,0.639104,595.834,0.639104,603.893,0.639104,514.962,0.639104,474.772,0.639104,648.286,0.639104,535.752,0.639104,554.683,0.639104,741.699,0.639104,289.525,0.639104,571.42,0.639104,742.081,0.639104,556.924,0.639104,602.272,0.639104,703.314,0.639104,592.115,0.639104,647.047
0.649104,574.71,0.649104,571.945,0.649104,380.62,0.649104,607.278,0.649104,549.438,0.649104,552.918,0.649104,297.598,0.649104,562.264,0.649104,605.276,0.649104,616.672,0.649104,525.596,0.649104,483.698,0.649104,658.491,0.649104,544.574,0.649104,561.931,0.649104,745.657,0.649104,294.965,0.649104,579.526,0.649104,756.243,0.649104,569.942,0.649104,613.859,0.649104,721.958,0.649104,602.51,0.649104,655.916
0.659104,585.63,0.659104,581.434,0.659104,387.911,0.659104,623.586,0.659104,560.882,0.659104,561.931,0.659104,304.412,0.659104,573.137,0.659104,614.097,0.659104,629.356,0.659104,536.706,0.659104,492.515,0.659104,670.555,0.659104,552.537,0.659104,568.798,0.659104,756.243,0.659104,300.411,0.659104,591.257,0.659104,770.262,0.659104,583.055,0.659104,624.54,0.659104,740.698,0.659104,613.191,0.659104,664.308
0.669026,595.31,0.669026,590.446,0.669026,395.45,0.669026,638.273,0.669026,568.511,0.669026,570.276,0.669026,311.025,0.669026,583.913,0.669026,622.156,0.669026,642.278,0.669026,547.244,0.669026,500.907,0.669026,682.046,0.669026,560.405,0.669026,575.235,0.669026,766.733,0.669026,305.413,0.669026,600.507,0.669026,783.041,0.669026,596.263,0.669026,634.41,0.669026,758.436,0.669026,623.443,0.669026,672.414
0.679026,605.752,0.679026,599.315,0.679026,402.912,0.679026,653.341,0.679026,579.097,0.679026,578.763,0.679026,317.386,0.679026,595.548,0.679026,630.786,0.679026,654.914,0.679026,558.259,0.679026,509.765,0.679026,692.728,0.679026,569.274,0.679026,582.483,0.679026,774.696,0.679026,310.692,0.679026,610.139,0.679026,797.108,0.679026,609.09,0.679026,645.854,0.679026,776.651,0.679026,634.124,0.679026,681.427
0.689026,615.242,0.689026,608.804,0.689026,410.451,0.689026,668.218,0.689026,589.874,0.689026,587.442,0.689026,324.863,0.689026,606.658,0.689026,639.37,0.689026,668.647,0.689026,569.322,0.689026,517.537,0.689026,705.793,0.689026,577.19,0.689026,588.872,0.689026,779.655,0.689026,315.818,0.689026,618.675,0.689026,810.507,0.689026,622.346,0.689026,656.869,0.689026,794.58,0.689026,644.948,0.689026,689.867
0.699026,626.066,0.699026,618.246,0.699026,417.937,0.699026,682.809,0.699026,601.461,0.699026,595.357,0.699026,330.657,0.699026,618.484,0.699026,646.999,0.699026,681.76,0.699026,579.717,0.699026,526.025,0.699026,717.19,0.699026,585.678,0.699026,595.643,0.699026,790.337,0.699026,321.382,0.699026,626.543,0.699026,823.859,0.699026,635.03,0.699026,667.169,0.699026,816.563,0.699026,655.677,0.699026,698.784
0.709026,636.127,0.709026,627.878,0.709026,424.556,0.709026,696.781,0.709026,610.998,0.709026,603.464,0.709026,337.514,0.709026,630.071,0.709026,654.724,0.709026,694.874,0.709026,590.541,0.709026,533.988,0.709026,726.393,0.709026,594.118,0.709026,602.224,0.709026,791.195,0.709026,326.637,0.709026,636.699,0.709026,836.876,0.709026,648,0.709026,676.706,0.709026,830.248,0.709026,666.549,0.709026,707.367
0.719027,645.759,0.719027,637.414,0.719027,431.542,0.719027,711.372,0.719027,619.819,0.719027,612.047,0.719027,344.29,0.719027,641.42,0.719027,662.019,0.719027,709.036,0.719027,601.079,0.719027,541.76,0.719027,738.266,0.719027,602.51,0.719027,608.613,0.719027,804.976,0.719027,331.982,0.719027,647.285,0.719027,849.083,0.719027,661.685,0.719027,685.956,0.719027,844.553,0.719027,677.373,0.719027,715.807
0.729026,656.106,0.729026,646.522,0.729026,438.313,0.729026,724.867,0.729026,630.643,0.729026,618.15,0.729026,352.01,0.729026,653.579,0.729026,669.935,0.729026,722.387,0.729026,611.808,0.729026,549.867,0.729026,749.853,0.729026,610.616,0.729026,615.051,0.729026,810.555,0.729026,337.709,0.729026,653.102,0.729026,862.101,0.729026,673.32,0.729026,696.4,0.729026,859.335,0.729026,688.198,0.729026,724.342
0.739026,664.833,0.739026,656.202,0.739026,445.093,0.739026,739.124,0.739026,640.895,0.739026,628.211,0.739026,359.773,0.739026,666.645,0.739026,677.469,0.739026,735.739,0.739026,622.728,0.739026,557.448,0.739026,760.248,0.739026,619.295,0.739026,621.107,0.739026,817.898,0.739026,342.683,0.739026,665.023,0.739026,874.404,0.739026,686.243,0.739026,707.224,0.739026,872.639,0.739026,699.356,0.739026,732.735
0.749026,675.275,0.749026,665.5,0.749026,451.812,0.749026,748.566,0.749026,653.484,0.749026,636.747,0.749026,367.126,0.749026,678.375,0.749026,685.67,0.749026,749.901,0.749026,633.171,0.749026,565.65,0.749026,770.453,0.749026,627.735,0.749026,627.544,0.749026,821.999,0.749026,348.19,0.749026,673.893,0.749026,886.467,0.749026,699.213,0.749026,717.524,0.749026,885.752,0.749026,709.99,0.749026,741.556
0.759027,685.194,0.759027,675.323,0.759027,457.835,0.759027,763.205,0.759027,663.545,0.759027,645.282,0.759027,374.812,0.759027,689.962,0.759027,693.825,0.759027,763.777,0.759027,643.899,0.759027,573.709,0.759027,780.275,0.759027,636.079,0.759027,633.934,0.759027,830.296,0.759027,353.96,0.759027,678.565,0.759027,898.436,0.759027,712.183,0.759027,727.49,0.759027,899.533,0.759027,720.671,0.759027,749.901
0.769027,694.778,0.769027,684.764,0.769027,464.062,0.769027,762.442,0.769027,672.748,0.769027,652.816,0.769027,381.76,0.769027,701.55,0.769027,701.597,0.769027,777.414,0.769027,654.151,0.769027,581.338,0.769027,790.956,0.769027,644.519,0.769027,639.56,0.769027,835.875,0.769027,359.444,0.769027,692.299,0.769027,909.022,0.769027,724.438,0.769027,737.503,0.769027,912.884,0.769027,731.59,0.769027,757.959
0.779026,704.363,0.779026,694.254,0.779026,470.137,0.779026,779.417,0.779026,680.378,0.779026,661.924,0.779026,389.389,0.779026,713.852,0.779026,709.751,0.779026,792.435,0.779026,664.833,0.779026,589.588,0.779026,801.971,0.779026,652.101,0.779026,645.807,0.779026,837.973,0.779026,364.956,0.779026,700.834,0.779026,920.132,0.779026,736.168,0.779026,747.66,0.779026,922.373,0.779026,742.367,0.779026,766.352
0.789026,713.327,0.789026,703.981,0.789026,476.126,0.789026,786.999,0.789026,693.825,0.789026,670.65,0.789026,396.899,0.789026,725.964,0.789026,717.667,0.789026,806.74,0.789026,675.561,0.789026,597.503,0.789026,809.696,0.789026,660.875,0.789026,651.529,0.789026,843.409,0.789026,369.939,0.789026,709.084,0.789026,930.956,0.789026,748.613,0.789026,757.244,0.789026,931.242,0.789026,753.143,0.789026,774.124
0.799026,723.913,0.799026,713.375,0.799026,482.258,0.799026,804.356,0.799026,700.5,0.799026,679.805,0.799026,404.977,0.799026,738.838,0.799026,726.011,0.799026,819.138,0.799026,685.909,0.799026,605.991,0.799026,819.472,0.799026,668.743,0.799026,657.585,0.799026,845.364,0.799026,375.99,0.799026,718.716,0.799026,941.304,0.799026,761.107,0.799026,767.258,0.799026,939.254,0.799026,763.634,0.799026,782.278
0.808949,733.593,0.808949,722.912,0.808949,487.613,0.808949,818.041,0.808949,713.041,0.808949,688.246,0.808949,412.769,0.808949,751.379,0.808949,734.117,0.808949,833.872,0.808949,696.209,0.808949,614.24,0.808949,829.772,0.808949,676.706,0.808949,663.164,0.808949,851.563,0.808949,381.273,0.808949,727.633,0.808949,951.27,0.808949,773.981,0.808949,777.367,0.808949,952.367,0.808949,774.41,0.808949,789.86
0.818949,741.318,0.818949,732.449,0.818949,493.297,0.818949,834.111,0.818949,723.389,0.818949,697.401,0.818949,420.517,0.818949,763.872,0.818949,741.842,0.818949,846.556,0.818949,706.413,0.818949,622.346,0.818949,835.398,0.818949,684.574,0.818949,668.409,0.818949,858.906,0.818949,386.242,0.818949,735.31,0.818949,960.378,0.818949,785.616,0.818949,787.476,0.818949,960.95,0.818949,784.615,0.818949,797.251
0.828948,750.044,0.828948,742.033,0.828948,498.561,0.828948,847.748,0.828948,730.017,0.828948,706.366,0.828948,428.395,0.828948,776.985,0.828948,750.282,0.828948,860.909,0.828948,716.856,0.828948,630.786,0.828948,843.552,0.828948,692.156,0.828948,673.988,0.828948,862.483,0.828948,391.888,0.828948,743.702,0.828948,970.057,0.828948,797.06,0.828948,797.68,0.828948,965.289,0.828948,794.533,0.828948,805.071
0.838948,758.198,0.838948,751.427,0.838948,503.826,0.838948,855.711,0.838948,741.985,0.838948,715.569,0.838948,436.41,0.838948,789.288,0.838948,758.102,0.838948,873.545,0.838948,727.585,0.838948,639.131,0.838948,850.371,0.838948,699.69,0.838948,678.899,0.838948,866.059,0.838948,396.957,0.838948,750.95,0.838948,978.784,0.838948,809.458,0.838948,807.36,0.838948,968.865,0.838948,804.594,0.838948,811.794
0.848948,767.639,0.848948,760.677,0.848948,509.336,0.848948,859.812,0.848948,750.759,0.848948,724.342,0.848948,443.749,0.848948,802.925,0.848948,766.59,0.848948,885.418,0.848948,737.741,0.848948,648,0.848948,859.574,0.848948,706.747,0.848948,684.097,0.848948,870.16,0.848948,402.397,0.848948,758.627,0.848948,987.271,0.848948,820.712,0.848948,817.851,0.848948,972.966,0.848948,814.465,0.848948,818.995
0.858949,776.222,0.858949,770.119,0.858949,513.961,0.858949,873.259,0.858949,762.06,0.858949,734.07,0.858949,450.458,0.858949,815.657,0.858949,775.03,0.858949,898.818,0.858949,748.089,0.858949,656.345,0.858949,866.965,0.858949,714.043,0.858949,688.913,0.858949,869.111,0.858949,407.404,0.858949,767.353,0.858949,995.473,0.858949,832.442,0.858949,827.769,0.858949,975.78,0.858949,823.811,0.858949,825.385
0.868949,784.758,0.868949,778.511,0.868949,518.729,0.868949,883.94,0.868949,770.882,0.868949,743.845,0.868949,458.049,0.868949,828.866,0.868949,783.327,0.868949,912.264,0.868949,757.816,0.868949,664.737,0.868949,870.16,0.868949,720.575,0.868949,692.871,0.868949,877.074,0.868949,413.107,0.868949,774.601,0.868949,1002.53,0.868949,844.315,0.868949,837.782,0.868949,978.545,0.868949,832.776,0.868949,831.297
0.878948,792.53,0.878948,787.523,0.878948,523.45,0.878948,894.717,0.878948,780.18,0.878948,753.048,0.878948,466.985,0.878948,841.979,0.878948,792.053,0.878948,925.568,0.878948,768.021,0.878948,673.845,0.878948,876.406,0.878948,727.394,0.878948,697.401,0.878948,878.552,0.878948,418.414,0.878948,776.794,0.878948,1010.11,0.878948,855.378,0.878948,847.891,0.878948,981.645,0.878948,841.359,0.878948,837.401
0.888948,800.016,0.888948,796.917,0.888948,528.218,0.888948,904.54,0.888948,789.001,0.888948,762.823,0.888948,474.6,0.888948,854.853,0.888948,800.112,0.888948,938.729,0.888948,778.368,0.888948,682.237,0.888948,880.507,0.888948,733.498,0.888948,701.216,0.888948,878.266,0.888948,423.025,0.888948,787.905,0.888948,1017.17,0.888948,866.44,0.888948,858.62,0.888948,982.121,0.888948,849.608,0.888948,842.455
0.898949,807.264,0.898949,806.025,0.898949,532.987,0.898949,912.837,0.898949,793.531,0.898949,771.978,0.898949,482.12,0.898949,867.728,0.898949,808.886,0.898949,952.891,0.898949,788.143,0.898949,691.202,0.898949,884.846,0.898949,739.315,0.898949,704.935,0.898949,886.42,0.898949,428.623,0.898949,794.58,0.898949,1023.7,0.898949,877.837,0.898949,869.015,0.898949,981.931,0.898949,857.333,0.898949,847.605
0.908949,815.753,0.908949,815.228,0.908949,536.944,0.908949,924.138,0.908949,800.732,0.908949,782.135,0.908949,489.835,0.908949,880.793,0.908949,817.326,0.908949,965.766,0.908949,798.109,0.908949,699.976,0.908949,888.804,0.908949,744.989,0.908949,708.559,0.908949,881.27,0.908949,434.374,0.908949,797.871,0.908949,1030.33,0.908949,889.138,0.908949,879.029,0.908949,982.217,0.908949,864.485,0.908949,852.278
0.918949,822.571,0.918949,823.573,0.918949,541.188,0.918949,931.195,0.918949,810.268,0.918949,791.386,0.918949,496.454,0.918949,893.048,0.918949,825.099,0.918949,978.641,0.918949,807.36,0.918949,708.607,0.918949,891.331,0.918949,749.901,0.918949,711.42,0.918949,890.807,0.918949,439.276,0.918949,807.217,0.918949,1035.24,0.918949,900.105,0.918949,888.375,0.918949,980.977,0.918949,870.97,0.918949,856.331
0.928948,830.153,0.928948,831.44,0.928948,545.337,0.928948,939.015,0.928948,818.9,0.928948,808.123,0.928948,504.255,0.928948,906.065,0.928948,833.491,0.928948,991.658,0.928948,816.945,0.928948,717.619,0.928948,896.624,0.928948,754.574,0.928948,714.329,0.928948,892.38,0.928948,444.283,0.928948,813.273,0.928948,1041.06,0.928948,910.023,0.928948,897.482,0.928948,978.831,0.928948,877.408,0.928948,860.575
0.938949,835.255,0.938949,839.404,0.938949,549.438,0.938949,947.646,0.938949,826.958,0.938949,814.608,0.938949,511.338,0.938949,918.225,0.938949,841.836,0.938949,1003.96,0.938949,826.815,0.938949,726.154,0.938949,895.098,0.938949,758.77,0.938949,716.618,0.938949,888.518,0.938949,449.867,0.938949,817.994,0.938949,1046.21,0.938949,920.228,0.938949,909.594,0.938949,976.686,0.938949,883.177,0.938949,863.102
0.948949,841.74,0.948949,847.224,0.948949,553.538,0.948949,947.265,0.948949,835.923,0.948949,821.665,0.948949,519.254,0.948949,931.481,0.948949,850.132,0.948949,1015.45,0.948949,835.78,0.948949,735.262,0.948949,897.149,0.948949,762.632,0.948949,718.906,0.948949,892.333,0.948949,455.236,0.948949,823.811,0.948949,1050.83,0.948949,930.384,0.948949,920.084,0.948949,973.777,0.948949,888.47,0.948949,866.202
0.958871,847.987,0.958871,855.664,0.958871,556.972,0.958871,955.8,0.958871,843.457,0.958871,831.107,0.958871,527.217,0.958871,944.213,0.958871,858.859,0.958871,1025.47,0.958871,845.269,0.958871,744.179,0.958871,895.575,0.958871,765.827,0.958871,720.718,0.958871,895.623,0.958871,460.161,0.958871,830.296,0.958871,1055.94,0.958871,940.494,0.958871,929.764,0.958871,970.677,0.958871,892.523,0.958871,868.348
0.968871,853.232,0.968871,863.675,0.968871,560.786,0.968871,956.563,0.968871,851.944,0.968871,840.262,0.968871,534.226,0.968871,956.658,0.968871,866.726,0.968871,1040.2,0.968871,853.613,0.968871,752.857,0.968871,898.722,0.968871,768.593,0.968871,721.72,0.968871,889.805,0.968871,465.583,0.968871,834.921,0.968871,1059.66,0.968871,950.126,0.968871,938.92,0.968871,967.053,0.968871,895.718,0.968871,869.683
0.978871,859.049,0.978871,871.066,0.978871,564.411,0.978871,963.799,0.978871,859.097,0.978871,849.989,0.978871,541.379,0.978871,969.581,0.978871,875.119,0.978871,1049.98,0.978871,862.626,0.978871,762.06,0.978871,896.052,0.978871,770.691,0.978871,722.816,0.978871,895.48,0.978871,471.091,0.978871,834.54,0.978871,1063.66,0.978871,959.329,0.978871,949.41,0.978871,962.094,0.978871,898.674,0.978871,870.923
0.988871,864.724,0.988871,878.6,0.988871,567.892,0.988871,969.819,0.988871,867.919,0.988871,859.526,0.988871,549.104,0.988871,982.312,0.988871,883.177,0.988871,1058.56,0.988871,871.542,0.988871,770.357,0.988871,891.903,0.988871,772.455,0.988871,723.198,0.988871,897.435,0.988871,475.759,0.988871,842.932,0.988871,1067.29,0.988871,968.818,0.988871,960.235,0.988871,956.944,0.988871,901.106,0.988871,871.161
0.998871,870.78,0.998871,885.609,0.998871,571.516,0.998871,973.014,0.998871,877.789,0.998871,867.585,0.998871,555.493,0.998871,995.139,0.998871,891.57,0.998871,1069.34,0.998871,879.553,0.998871,779.608,0.998871,881.461,0.998871,772.932,0.998871,723.579,0.998871,895.051,0.998871,481.057,0.998871,848.082,0.998871,1070.53,0.998871,977.782,0.998871,969.485,0.998871,950.746,0.998871,902.442,0.998871,871.018
